paper_id,forum,title,pdf_url
ZzATfnskP1,ZzATfnskP1,SimpleToM: Exposing the Gap between Explicit ToM Inference and Implicit ToM Application in LLMs,https://openreview.net/pdf?id=ZzATfnskP1
eR1119aUlL,eR1119aUlL,Dynamical modeling for real-time inference of nonlinear latent factors in multiscale neural activity,https://openreview.net/pdf?id=eR1119aUlL
BPQMd2gTYI,BPQMd2gTYI,Enabling Pareto-Stationarity Exploration in Multi-Objective Reinforcement Learning: A Weighted-Chebyshev Multi-Objective Actor-Critic Approach,https://openreview.net/pdf?id=BPQMd2gTYI
Mvn48u0ehO,Mvn48u0ehO,Multi-Agent Path Finding via Decision Transformer and LLM Collaboration,https://openreview.net/pdf?id=Mvn48u0ehO
Q6S9gZvY6j,Q6S9gZvY6j,Tooling or Not Tooling? The Impact of Tools on Language Agents for Chemistry Problem Solving,https://openreview.net/pdf?id=Q6S9gZvY6j
HYsU5X4kE5,HYsU5X4kE5,GCNFT: Graph Convolutional Networks Aware Generative Feature Transformation,https://openreview.net/pdf?id=HYsU5X4kE5
4hp2bVdaHU,4hp2bVdaHU,Data-Aware Training Quality Monitoring and Certification for Reliable Deep Learning,https://openreview.net/pdf?id=4hp2bVdaHU
6jxUsDAdAu,6jxUsDAdAu,Benign Overfitting in Out-of-Distribution Generalization of Linear Models,https://openreview.net/pdf?id=6jxUsDAdAu
goFpCuJalN,goFpCuJalN,ClimaQA: An Automated Evaluation Framework for Climate Question Answering Models,https://openreview.net/pdf?id=goFpCuJalN
SzWvRzyk6h,SzWvRzyk6h,SLIM-LLMs: Low-Rank Models of Linguistic Style,https://openreview.net/pdf?id=SzWvRzyk6h
Oq7BhRSy0a,Oq7BhRSy0a,Disentangling and Integrating Relational and Sensory Information in Transformer Architectures,https://openreview.net/pdf?id=Oq7BhRSy0a
9ljHiYuRHl,9ljHiYuRHl,Failure Modes of LLMs for Causal Reasoning on Narratives,https://openreview.net/pdf?id=9ljHiYuRHl
CSpkSBe6jn,CSpkSBe6jn,Task-Adaptation Curriculum Learning,https://openreview.net/pdf?id=CSpkSBe6jn
VAqRZIuW8m,VAqRZIuW8m,Scalable Multi-Domain Adaptation of Language Models using Modular Experts,https://openreview.net/pdf?id=VAqRZIuW8m
fp77Ln5Hcc,fp77Ln5Hcc,Depth Extrapolation of Decoders Trained on Nested Structures,https://openreview.net/pdf?id=fp77Ln5Hcc
hQKXQf8Xo3,hQKXQf8Xo3,Multi-Session Client-Centered Treatment Outcome Evaluation in Psychotherapy,https://openreview.net/pdf?id=hQKXQf8Xo3
KyqtKhv6q1,KyqtKhv6q1,3D Perception with Differentiable Map Priors,https://openreview.net/pdf?id=KyqtKhv6q1
IEKQlWIN4w,IEKQlWIN4w,CAML: Collaborative Auxiliary Modality Learning for Multi-Agent Systems,https://openreview.net/pdf?id=IEKQlWIN4w
p7vJ3wsm34,p7vJ3wsm34,KV-Distill: Nearly Lossless Context Compression for Transformers,https://openreview.net/pdf?id=p7vJ3wsm34
DC8bsa9bzY,DC8bsa9bzY,Estimating the Probabilities of Rare Outputs in Language Models,https://openreview.net/pdf?id=DC8bsa9bzY
gL1cNK2UEW,gL1cNK2UEW,DSMentor: Enhancing Data Science Agents with Curriculum Learning and Online Knowledge Accumulation,https://openreview.net/pdf?id=gL1cNK2UEW
BaMkS6E2Du,BaMkS6E2Du,Deliberate Reasoning for LLMs as Structure-aware Planning with Accurate World Model,https://openreview.net/pdf?id=BaMkS6E2Du
Yd2GeHRSlJ,Yd2GeHRSlJ,Open-Set Domain Adaptation Under Background Distribution Shift: Challenges and A Provably Efficient Solution,https://openreview.net/pdf?id=Yd2GeHRSlJ
6R4TGPd74N,6R4TGPd74N,Ladder Residual: Redefining Tensor Parallelism in Transformers for Accelerated Inference,https://openreview.net/pdf?id=6R4TGPd74N
raUnLe0Z04,raUnLe0Z04,Lossy Compression with Pretrained Diffusion Models,https://openreview.net/pdf?id=raUnLe0Z04
Gd6QrBLHBN,Gd6QrBLHBN,Altared Environments: The Role of Normative Infrastructure in AI Alignment,https://openreview.net/pdf?id=Gd6QrBLHBN
BI2int5SAC,BI2int5SAC,Human-inspired Episodic Memory for Infinite Context LLMs,https://openreview.net/pdf?id=BI2int5SAC
aOAgMiOXU2,aOAgMiOXU2,Code diffusion models are continuous human noise operators,https://openreview.net/pdf?id=aOAgMiOXU2
licAR8FPTW,licAR8FPTW,Evaluating Oversight Robustness with Incentivized Reward Hacking,https://openreview.net/pdf?id=licAR8FPTW
vgvnfUho7X,vgvnfUho7X,Beyond accuracy: understanding the performance of LLMs on exams designed for humans,https://openreview.net/pdf?id=vgvnfUho7X
NfUHBaZdLw,NfUHBaZdLw,EVOSCHEMA: TOWARDS TEXT-TO-SQL ROBUSTNESS AGAINST SCHEMA EVOLUTION,https://openreview.net/pdf?id=NfUHBaZdLw
XZhpS5Imzx,XZhpS5Imzx,CAN TRANSFORMERS IN-CONTEXT LEARN BEHAVIOR OF A LINEAR DYNAMICAL SYSTEM?,https://openreview.net/pdf?id=XZhpS5Imzx
2QkWSUMQh5,2QkWSUMQh5,Robustness of Truss Decomposition and Implications for GNN-based Edge Classification,https://openreview.net/pdf?id=2QkWSUMQh5
X3IcgZEUEi,X3IcgZEUEi,ODE Parameter Identification: An Integral Matching Approach,https://openreview.net/pdf?id=X3IcgZEUEi
2PRpcmJecX,2PRpcmJecX,Global Convergence of Policy Gradient in Average Reward MDPs,https://openreview.net/pdf?id=2PRpcmJecX
U4hrISfFKs,U4hrISfFKs,Evaluating Explainability in Machine Learning Predictions Through Explainer-Agnostic Metrics,https://openreview.net/pdf?id=U4hrISfFKs
ZK4VSRzBNC,ZK4VSRzBNC,Reward Adaptation Via Q-Manipulation,https://openreview.net/pdf?id=ZK4VSRzBNC
nwjgeFGbAF,nwjgeFGbAF,Better Call Graphs: A New Dataset of Function Call Graphs for Malware Classification,https://openreview.net/pdf?id=nwjgeFGbAF
LqhorpRLIm,LqhorpRLIm,What Matters in Learning from Large-Scale Datasets for Robot Manipulation,https://openreview.net/pdf?id=LqhorpRLIm
kqZCOliBhV,kqZCOliBhV,Leveraging Side Information with Deep Learning for Linear Inverse Problems: Applications to MR Image Reconstruction,https://openreview.net/pdf?id=kqZCOliBhV
Rkpdfia4Sz,Rkpdfia4Sz,Learning Discrete Latent Models from Discrete Observations,https://openreview.net/pdf?id=Rkpdfia4Sz
az5WtGe48n,az5WtGe48n,Diffusion Models are Few-shot Learners for Dense Vision Tasks,https://openreview.net/pdf?id=az5WtGe48n
XwUrzurG94,XwUrzurG94,Rapidly Adapting Policies to the Real-World via Simulation-Guided Fine-Tuning,https://openreview.net/pdf?id=XwUrzurG94
OYT7yZfBFw,OYT7yZfBFw,TrajGPT: Irregular Time-Series Representation Learning for Health Trajectory Analysis,https://openreview.net/pdf?id=OYT7yZfBFw
c6hGb8IsRN,c6hGb8IsRN,Fed-REACT: Federated Representation Learning for Heterogeneous Time Series Data,https://openreview.net/pdf?id=c6hGb8IsRN
Mfnh1Sqdwf,Mfnh1Sqdwf,Learning to Discover Regulatory Elements for Gene Expression Prediction,https://openreview.net/pdf?id=Mfnh1Sqdwf
FEpAUnS7f7,FEpAUnS7f7,Empowering Users in Digital Privacy Management through Interactive LLM-Based Agents,https://openreview.net/pdf?id=FEpAUnS7f7
7d2JwGbxhA,7d2JwGbxhA,Object-Centric Pretraining via Target Encoder Bootstrapping,https://openreview.net/pdf?id=7d2JwGbxhA
7UgQjFEadn,7UgQjFEadn,Modality-Specialized Synergizers for Interleaved Vision-Language Generalists,https://openreview.net/pdf?id=7UgQjFEadn
8ibaVk4mU8,8ibaVk4mU8,Coarse Correspondences Boost 3D Spacetime Understanding in Multimodal Language Model,https://openreview.net/pdf?id=8ibaVk4mU8
OpNMWVDdKS,OpNMWVDdKS,Zero Shot Generalization of Vision-Based RL Without Data Augmentation,https://openreview.net/pdf?id=OpNMWVDdKS
Y98ehgkFgI,Y98ehgkFgI,Network-based Active Inference and its Application in Robotics,https://openreview.net/pdf?id=Y98ehgkFgI
vtcn3DnUCw,vtcn3DnUCw,LASER: Attention using Exponential Transformation,https://openreview.net/pdf?id=vtcn3DnUCw
689MfSyeNz,689MfSyeNz,ZoomVLM: A Tuning-Free Framework for Efficient Video Understanding via Adaptive Zooming in Vision-Language Models,https://openreview.net/pdf?id=689MfSyeNz
yuuyPlywuO,yuuyPlywuO,Distilling an End-to-End Voice Assistant Without Instruction Training Data,https://openreview.net/pdf?id=yuuyPlywuO
kf9phcBvQ5,kf9phcBvQ5,Replay can provably increase forgetting,https://openreview.net/pdf?id=kf9phcBvQ5
h5D0JICV3s,h5D0JICV3s,PIT-QMM: A Large Multimodal Model for No-Reference Point Cloud Quality Assessment,https://openreview.net/pdf?id=h5D0JICV3s
v2NuTf6Kww,v2NuTf6Kww,Network-based Active Inference for Adaptive and Cost-efficient Real-World Applications: PV Panel Inspection,https://openreview.net/pdf?id=v2NuTf6Kww
yHVjncoGSp,yHVjncoGSp,Deep Learning Aided Broadcast Codes With Feedback,https://openreview.net/pdf?id=yHVjncoGSp
8bjspmAMBk,8bjspmAMBk,Quality Measures for Dynamic Graph Generative Models,https://openreview.net/pdf?id=8bjspmAMBk
Yz7ts36V7A,Yz7ts36V7A,Backoff Decoding: A Language Model Inference Acceleration Framework with a Tunable Efficiency-Performance Tradeoff,https://openreview.net/pdf?id=Yz7ts36V7A
xrazpGhJ10,xrazpGhJ10,SemCLIP: Aligning vision-language encoder models to semantic spaces for stability in retrieval,https://openreview.net/pdf?id=xrazpGhJ10
VRlihVklCL,VRlihVklCL,MaD-Scientist: AI-based Scientist solving Convection-Diffusion-Reaction Equations Using Massive PINN-Based Prior Data,https://openreview.net/pdf?id=VRlihVklCL
Hm7RYDspQP,Hm7RYDspQP,Network-based Active Inference for Adaptive and Cost-efficient Real-World Applications: A Benchmark Study of a Valve-turning Task Against Deep Reinforcement Learning,https://openreview.net/pdf?id=Hm7RYDspQP
G82uQztzxl,G82uQztzxl,Self-Normalized Resets for Plasticity in Continual Learning,https://openreview.net/pdf?id=G82uQztzxl
qFw2RFJS5g,qFw2RFJS5g,Homomorphism Counts as Structural Encodings for Graph Learning,https://openreview.net/pdf?id=qFw2RFJS5g
msEr27EejF,msEr27EejF,Correlated Proxies: A New Definition and Improved Mitigation for Reward Hacking,https://openreview.net/pdf?id=msEr27EejF
2aL6gcFX7q,2aL6gcFX7q,Understanding Data Poisoning Attacks for RAG: Insights and Algorithms,https://openreview.net/pdf?id=2aL6gcFX7q
5MNJKgaj54,5MNJKgaj54,ScaLES: Scalable Latent Exploration Score for Pre-Trained Generative Networks,https://openreview.net/pdf?id=5MNJKgaj54
9W6Z9IeLzc,9W6Z9IeLzc,CoPS: Empowering LLM Agents with Provable Cross-Task Experience Sharing,https://openreview.net/pdf?id=9W6Z9IeLzc
CAssIgPN4I,CAssIgPN4I,Real2Code: Reconstruct Articulated Objects via Code Generation,https://openreview.net/pdf?id=CAssIgPN4I
Q5VlpYRxGF,Q5VlpYRxGF,Model Tells You Where to Merge: Adaptive KV Cache Merging for LLMs on Long-Context Tasks,https://openreview.net/pdf?id=Q5VlpYRxGF
xRDYDI6Rc9,xRDYDI6Rc9,Reliability-Aware Preference Learning for LLM Reward Models,https://openreview.net/pdf?id=xRDYDI6Rc9
Kwo20MWWCb,Kwo20MWWCb,An Asynchronous Bundle Method for Distributed Learning Problems,https://openreview.net/pdf?id=Kwo20MWWCb
EDoD3DgivF,EDoD3DgivF,On Linear Representations and Pretraining Data Frequency in Language Models,https://openreview.net/pdf?id=EDoD3DgivF
S5wIXxlvfw,S5wIXxlvfw,Differentiation Through Black-Box Quadratic Programming Solvers,https://openreview.net/pdf?id=S5wIXxlvfw
gwNQuVXEEV,gwNQuVXEEV,Bayesian Tree-Dependent Factorization,https://openreview.net/pdf?id=gwNQuVXEEV
kJFQ0Pf4jw,kJFQ0Pf4jw,Let’s Think Var-by-Var: Large Language Models Enable Ad Hoc Probabilistic Reasoning,https://openreview.net/pdf?id=kJFQ0Pf4jw
iyJOUELYir,iyJOUELYir,CoRNStack: High-Quality Contrastive Data for Better Code Retrieval and Reranking,https://openreview.net/pdf?id=iyJOUELYir
chwxOOwzFR,chwxOOwzFR,Flex: End-to-End Text-Instructed Visual Navigation with Foundation Models,https://openreview.net/pdf?id=chwxOOwzFR
s5T9A9tXTX,s5T9A9tXTX,Spatial Reasoning with MLLMs: A New Path to Graph-Structured Optimization,https://openreview.net/pdf?id=s5T9A9tXTX
HPSAkIHRbb,HPSAkIHRbb,BingoGuard: LLM Content Moderation Tools with Risk Levels,https://openreview.net/pdf?id=HPSAkIHRbb
8TBGdH3t6a,8TBGdH3t6a,Learn hybrid prototypes for multivariate time series anomaly detection,https://openreview.net/pdf?id=8TBGdH3t6a
OegBJMucyM,OegBJMucyM,Pre-Memorization Train Accuracy Reliably Predicts Generalization in LLM Reasoning,https://openreview.net/pdf?id=OegBJMucyM
cselR6Jne3,cselR6Jne3,Teaching LLMs to Decode Activations Into Natural Language,https://openreview.net/pdf?id=cselR6Jne3
OfsGBHdFgk,OfsGBHdFgk,Improved Stochastic Controlled Averaging for Distributed and Federated Learning,https://openreview.net/pdf?id=OfsGBHdFgk
vOfDGYGVyj,vOfDGYGVyj,Sparse Mamba: Reinforcing Controllability In Structural State Space Models,https://openreview.net/pdf?id=vOfDGYGVyj
Fj6Yv5rPRe,Fj6Yv5rPRe,Online learning meets Adam: The Road of Interpretable Adaptive Optimizer Design,https://openreview.net/pdf?id=Fj6Yv5rPRe
din0lGfZFd,din0lGfZFd,Reasoning with Latent Thoughts: On the Power of Looped Transformers,https://openreview.net/pdf?id=din0lGfZFd
7XrVS0K8yr,7XrVS0K8yr,Secure FLOATING - Scalable Federated Learning Framework for Real-time Trust in Mobility Data using Secure Multi-Party Computation and Blockchain,https://openreview.net/pdf?id=7XrVS0K8yr
H3lK5FV16C,H3lK5FV16C,RED – ROBUST ENVIRONMENTAL DESIGN,https://openreview.net/pdf?id=H3lK5FV16C
B5i88Tj1nk,B5i88Tj1nk,AIM: Adversarial Information Masking for Evaluating EEG-DL Interpretations,https://openreview.net/pdf?id=B5i88Tj1nk
SThJXvucjQ,SThJXvucjQ,Conservative Contextual Bandits: Beyond Linear Representations,https://openreview.net/pdf?id=SThJXvucjQ
jpSLXoRKnH,jpSLXoRKnH,Quantifying Generalization Complexity for Large Language Models,https://openreview.net/pdf?id=jpSLXoRKnH
MGceYYNvXp,MGceYYNvXp,Project MPG: towards a generalized performance quotient for LLM intelligence,https://openreview.net/pdf?id=MGceYYNvXp
5AB33izFxP,5AB33izFxP,Simultaneous Online System Identification and Control using Composite Adaptive Lyapunov-Based Deep Neural Networks,https://openreview.net/pdf?id=5AB33izFxP
tKn6gpvlUX,tKn6gpvlUX,Efficient Fine-Tuning of Single-Cell Foundation Models Enables Zero-Shot Molecular Perturbation Prediction,https://openreview.net/pdf?id=tKn6gpvlUX
04qx93Viwj,04qx93Viwj,Holistically Evaluating the Environmental Impact of Creating Language Models,https://openreview.net/pdf?id=04qx93Viwj
9HK2rHNAhd,9HK2rHNAhd,SqueezeAttention: 2D Management of KV-Cache in LLM Inference via Layer-wise Optimal Budget,https://openreview.net/pdf?id=9HK2rHNAhd
tyEyYT267x,tyEyYT267x,Block Diffusion: Interpolating Between Autoregressive and Diffusion Language Models,https://openreview.net/pdf?id=tyEyYT267x
HcY3fbVDqa,HcY3fbVDqa,Non-Parametric State-Space Models Over Datapoints and Sequence Alignments,https://openreview.net/pdf?id=HcY3fbVDqa
LHPWuckqgM,LHPWuckqgM,Towards Reliability of Parameter-free Optimization,https://openreview.net/pdf?id=LHPWuckqgM
jlsEtFZYUg,jlsEtFZYUg,Theoretical Limitations of Ensembles in the Age of Overparameterization,https://openreview.net/pdf?id=jlsEtFZYUg
vNZIePda08,vNZIePda08,Sparse-to-Sparse Training of Diffusion Models,https://openreview.net/pdf?id=vNZIePda08
lBB3eSn6fY,lBB3eSn6fY,Gaussian Mixture Counterfactual Generator,https://openreview.net/pdf?id=lBB3eSn6fY
Y2cGisOWPZ,Y2cGisOWPZ,Towards Machine Theory of Mind with Large Language Model-Augmented Inverse Planning,https://openreview.net/pdf?id=Y2cGisOWPZ
ak7r4He1qH,ak7r4He1qH,AgentClinic: a multimodal agent benchmark to evaluate AI in simulated clinical environments,https://openreview.net/pdf?id=ak7r4He1qH
ifK9NFyrhn,ifK9NFyrhn,Disconnecting The Dots: Creating Leakage-Free Protein Datasets by Removal of Densely Connected Data Points,https://openreview.net/pdf?id=ifK9NFyrhn
g3VCIM94ke,g3VCIM94ke,Multi-domain Distribution Learning for De Novo Drug Design,https://openreview.net/pdf?id=g3VCIM94ke
e5g53a4A0g,e5g53a4A0g,Improving Defense Mechanisms for Subgraph-Structure Membership Inference Attacks,https://openreview.net/pdf?id=e5g53a4A0g
ka4Nk1j55l,ka4Nk1j55l,GIVE: Structured Reasoning with Knowledge Graph Inspired Veracity Extrapolation,https://openreview.net/pdf?id=ka4Nk1j55l
DjtJV3ke1j,DjtJV3ke1j,Dynamic Kernel Sparsifiers,https://openreview.net/pdf?id=DjtJV3ke1j
roNSXZpUDN,roNSXZpUDN,{$\tau$}-bench: A Benchmark for \underline{T}ool-\underline{A}gent-\underline{U}ser Interaction in Real-World Domains,https://openreview.net/pdf?id=roNSXZpUDN
U2FQXhGvip,U2FQXhGvip,Improving Distribution Matching via Score-Based Priors and Structural Regularization,https://openreview.net/pdf?id=U2FQXhGvip
Zd2T7htqjV,Zd2T7htqjV,Training Overparametrized Neural Networks in Sublinear Time,https://openreview.net/pdf?id=Zd2T7htqjV
k5ixIlfHc0,k5ixIlfHc0,Error Bounds for Deep Learning-based Uncertainty Propagation in SDEs,https://openreview.net/pdf?id=k5ixIlfHc0
SD4iBfAXZk,SD4iBfAXZk,DynaBO: Dynamic Model Bayesian Optimization for Tokamak Control,https://openreview.net/pdf?id=SD4iBfAXZk
gwGHBD9ZKU,gwGHBD9ZKU,MolTextQA: A Curated Question-Answering Dataset and Benchmark for Molecular Structure-Text Relationship Learning,https://openreview.net/pdf?id=gwGHBD9ZKU
h0ZfDIrj7T,h0ZfDIrj7T,Mixture-of-Agents Enhances Large Language Model Capabilities,https://openreview.net/pdf?id=h0ZfDIrj7T
DpLFmc09pC,DpLFmc09pC,DEPfold: RNA Secondary Structure Prediction as Dependency Parsing.,https://openreview.net/pdf?id=DpLFmc09pC
FLSWAJqTjE,FLSWAJqTjE,Tuning Language Models by Mixture-of-Depths Ensemble,https://openreview.net/pdf?id=FLSWAJqTjE
yUC8pU508S,yUC8pU508S,APE: Faster and Longer Context-Augmented Generation via Adaptive Parallel Encoding,https://openreview.net/pdf?id=yUC8pU508S
Kz10l3roV0,Kz10l3roV0,DIMS: Channel-Dependent and Seasonal-Trend Independent Transformer Using Multi-Stage Training for Time Series Forecasting,https://openreview.net/pdf?id=Kz10l3roV0
xoXn62FzD0,xoXn62FzD0,Syntactic and Semantic Control of Large Language Models via Sequential Monte Carlo,https://openreview.net/pdf?id=xoXn62FzD0
9uswuRBLm0,9uswuRBLm0,Beyond Directed Acyclic Computation Graph with Cyclic Neural Network,https://openreview.net/pdf?id=9uswuRBLm0
6NNA0MxhCH,6NNA0MxhCH,"Answer, Assemble, Ace: Understanding How LMs Answer Multiple Choice Questions",https://openreview.net/pdf?id=6NNA0MxhCH
LQdaXixB0g,LQdaXixB0g,pSAE-chiatry: Utilizing Sparse Autoencoders to Uncover Mental-Health-Related Features in Language Models,https://openreview.net/pdf?id=LQdaXixB0g
leJWwts8P9,leJWwts8P9,Independence Tests for Language Models,https://openreview.net/pdf?id=leJWwts8P9
lXFGpwtkRl,lXFGpwtkRl,Improving Model Alignment Through Collective Intelligence of Open-Source Models,https://openreview.net/pdf?id=lXFGpwtkRl
wg1PCg3CUP,wg1PCg3CUP,Scaling Laws for Precision,https://openreview.net/pdf?id=wg1PCg3CUP
wwO8qS9tQl,wwO8qS9tQl,ALMANACS: A Simulatability Benchmark for Language Model Explainability,https://openreview.net/pdf?id=wwO8qS9tQl
q8H9t10Vsy,q8H9t10Vsy,Memory-Efficient Block Coordinate Descent for Hessian-Informed Zeroth-Order Optimizer,https://openreview.net/pdf?id=q8H9t10Vsy
tnSj6FdN8w,tnSj6FdN8w,Neural Time Integrator with Stage Correction,https://openreview.net/pdf?id=tnSj6FdN8w
6jA1R0Z1G2,6jA1R0Z1G2,Utility as Fair Pricing,https://openreview.net/pdf?id=6jA1R0Z1G2
JaRihIHbZm,JaRihIHbZm,VideoAgent: Self-Improving Video Generation,https://openreview.net/pdf?id=JaRihIHbZm
TId1SHe8JG,TId1SHe8JG,Provable Uncertainty Decomposition via Higher-Order Calibration,https://openreview.net/pdf?id=TId1SHe8JG
WWymYrA48K,WWymYrA48K,Test Time Learning for Time Series Forecasting,https://openreview.net/pdf?id=WWymYrA48K
0F1rIKppTf,0F1rIKppTf,Through the Looking Glass: Mirror Schrödinger Bridges,https://openreview.net/pdf?id=0F1rIKppTf
MCHuGOkExF,MCHuGOkExF,SFS: Smarter Code Space Search improves LLM Inference Scaling,https://openreview.net/pdf?id=MCHuGOkExF
TIjBKgLyPN,TIjBKgLyPN,Adaptive Sparse Allocation with Mutual Choice \& Feature Choice Sparse Autoencoders,https://openreview.net/pdf?id=TIjBKgLyPN
hllDiA56TX,hllDiA56TX,vTune: Verifiable Fine-Tuning for LLMs Through Backdooring,https://openreview.net/pdf?id=hllDiA56TX
V5am4S9eUd,V5am4S9eUd,Adversarial Robustness of  Self-Supervised Learning in Vision,https://openreview.net/pdf?id=V5am4S9eUd
DUfwD5yiN4,DUfwD5yiN4,Exact Distributed Structure-Learning for Bayesian Networks,https://openreview.net/pdf?id=DUfwD5yiN4
sZGZJhaNSe,sZGZJhaNSe,Aioli: A Unified Optimization Framework for Language Model Data Mixing,https://openreview.net/pdf?id=sZGZJhaNSe
